"dataid","renovated_since_last_survey","foundation_pier_beam","foundation_slab","house_built_year","total_square_footage","total_square_footage_covered_by_hvac","home_attached_other_building","num_of_floors","num_of_bedrooms","num_of_bathrooms","any_major_energy_upgrade","renovated_year","renovation_desc","retrofits","describe_upgrades","hvac_central_air_gas_furnace","hvac_central_air_electric_heating","heat_pump_split","hvac_geothermal_heat_pump","hvac_window_unit_ac","hvac_ductless_minisplit","no_hvac","hvac_dont_know","ac_compressor_num","temp_setting_weekday_workday_sumr","temp_setting_weekday_morning_sumr","temp_setting_weekday_evening_sumr","temp_setting_weekday_sleeping_hr_sumr","temp_setting_weekend_daylight_sumr","temp_setting_weekday_workday_wintr","temp_setting_weekday_morning_wintr","temp_setting_weekday_evening_wintr","temp_setting_sleeping_hr_wintr","temp_setting_weekend_daylight_wintr","thermostat_brand","thermostat_is_programmable","thermostat_programming_level","any_annual_ac_svc","electronic_device_cable_box_number","electronic_device_dvr_number","electronic_device_router_number","electronic_device_gaming_sys_number","other_electronic_device_freq_used","spend_time_at_home_none","spend_time_at_home_monday","spend_time_at_home_tuesday","spend_time_at_home_wednesday","spend_time_at_home_thursday","spend_time_at_home_friday","know_about_utility_rate","utility_rate_amount","can_negotiate_utility_rate","when_last_negotiated_utility_rate","ethnicity_asian_pacific_islander","ethnicity_black_african_american","ethnicity_caucasian","ethnicity_hispanic_latino","ethnicity_native_american_or_alaska_native","ethnicity_other","ethnicity_declined_to_respond","housemate1_ethnicity_asian_pacific_islander","housemate2_ethnicity_asian_pacific_islander","housemate3_ethnicity_asian_pacific_islander","housemate1_ethnicity_black_african_american","housemate2_ethnicity_black_african_american","housemate3_ethnicity_black_african_american","housemate1_ethnicity_caucasian","housemate2_ethnicity_caucasian","housemate3_ethnicity_caucasian","housemate1_ethnicity_hispanic_latino","housemate2_ethnicity_hispanic_latino","housemate3_ethnicity_hispanic_latino","housemate1_ethnicity_native_american_or_alaska_native","housemate2_ethnicity_native_american_or_alaska_native","housemate3_ethnicity_native_american_or_alaska_native","housemate1_ethnicity_other","housemate2_ethnicity_other","housemate3_ethnicity_other","housemate1_ethnicity_declined_to_respond","housemate2_ethnicity_declined_to_respond","housemate3_ethnicity_declined_to_respond","residents_under_5","residents_6_to_12","residents_13_to_18","residents_19_to_24","residents_25_to_34","residents_35_to_49","residents_50_to_64","residents_65_and_older","education_level","total_annual_income","gender","housemate1_gender_male","housemate2_gender_male","housemate3_gender_male","housemate1_gender_female","housemate2_gender_female","housemate3_gender_female","housemate1_gender_trans","housemate2_gender_trans","housemate3_gender_trans","housemate1_gender_other","housemate2_gender_other","housemate3_gender_other","housemate1_gender_no_comment","housemate2_gender_no_comment","housemate3_gender_no_comment","describe_sexual_orientation","housemate1_sexual_orientation_lgbtq","housemate2_sexual_orientation_lgbtq","housemate3_sexual_orientation_lgbtq","housemate1_sexual_orientation_hetero","housemate2_sexual_orientation_hetero","housemate3_sexual_orientation_hetero","housemate1_sexual_orientation_spectrum","housemate2_sexual_orientation_spectrum","housemate3_sexual_orientation_spectrum","housemate1_sexual_orientation_other","housemate2_sexual_orientation_other","housemate3_sexual_orientation_other","housemate1_sexual_orientation_no_comment","housemate2_sexual_orientation_no_comment","housemate3_sexual_orientation_no_comment","pv_system_own","pv_system_size","pv_system_size_facing_south","pv_system_size_facing_south_west","pv_system_size_facing_west","pv_system_size_facing_east","pv_system_size_facing_south_east","pv_system_reason","pv_system_satisfied","pv_system_features_liked","pv_system_features_like_to_improve","pv_system_questions_asked","pv_system_surprising_features","pv_neg_factors_too_expensive","pv_neg_factors_uncertainty","pv_neg_factors_ugly","pv_neg_factors_home_resale_value_concerns","pv_neg_factors_roof_has_too_much_shade","pv_neg_factors_not_home_owner","pv_neg_factors_none","pv_neg_factors_other","pv_pos_factors_independence","pv_pos_factors_no_emissions","pv_pos_rate_increase_protection","pv_pos_factors_other","pv_pos_factors_none","any_energy_storage_system","make_model_energy_storage_system","energy_storage_system_capacity_kwh","energy_storage_system_installed_time","energy_storage_system_rebate","energy_storage_system_rebate_yes","energy_storage_system_buying_reason","energy_storage_system_use_solar_power","energy_storage_system_use_and_sell_solar_power","energy_storage_system_no_grid_usage","energy_storage_system_research_project","energy_storage_system_wanted_to_buy","any_electric_vehicle","number_of_vehicles_you_have","ev1_make","ev2_make","ev3_make","ev1_model","ev2_model","ev3_model","ev1_year","ev2_year","ev3_year","ev1_purchased_or_leased","ev2_purchased_or_leased","ev3_purchased_or_leased","charging_station_type_at_home","ev1_avg_monthly_charging_home","ev2_avg_monthly_charging_home","ev3_avg_monthly_charging_home","ev1_avg_monthly_charging_work","ev2_avg_monthly_charging_work","ev3_avg_monthly_charging_work","ev1_avg_monthly_charging_public_station","ev2_avg_monthly_charging_public_station","ev3_avg_monthly_charging_public_station","ev1_public_charging_seek_intentionally","ev2_public_charging_seek_intentionally","ev3_public_charging_seek_intentionally","ev_buy_or_lease_again","ev_buy_or_lease_again_reason","ev_not_buy_or_lease_again_reason","ev_not_buy_range_not_enough","ev_not_buy_expensive","ev_not_buy_not_good_buying_option","ev_not_buy_no_charging_place","ev_not_buy_other_reason1","ev_not_buy_other_reason2","car_range_for_family_needs","yard_size","any_irrigation_system","how_often_irrigation_sys_used","how_long_irrigation_sys_run_1","how_long_irrigation_sys_run_2","irrigation_sys_cover_entire_yard","how_much_yard_area_covered_by_irrigation_sys","any_major_water_leak","how_long_leak_lasted","how_long_to_get_leak_fixed","water_wasted_from_leak","leak_area_1","leak_area_2"
"2198",No,,,,,,,,,,,,,,,Split system with gas furnace,,,,,,,,"1","78","78","78","76","78","68",,,,,,I don't know,Moderately difficult,Yes,"4","1","1",None,no,none,,,,,,No,,Yes,never,,Black/African-American,,,,,,,,,Housemate 1,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","1",Postgraduate degree,"$100,000 - $149,999",Female,Housemate 1,,,,,,,,,,,,,,,Hetero,,,,Housemate 1,,,,,,,,,,,,No,,,,,,,,,,,,,,Not sure how much I would benefit,,,,,,,,,,,None,No,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,don't know much about it,,Too expensive,,,,,,don't know,Yes, Twice a week,"30 minutes",,Yes,,No,,,,,
"2335",No,,,,,,,,,,,,,,,Split system with gas furnace,,,,,,,,"1","85","78","78","75","75","70","72","72","70","72",Nest,Yes,Easy,No,None,None,"1","1",no,none,,,,,,No,,I don't know,,Asian/Pacific Islander,,Caucasian,,,,,Housemate 1,,,,,,,,,,,,,,,,,,,,,"1","1","0","0","0","2","0","0",Postgraduate degree,"$150,000 - $299,000",Female,Housemate 1,,,,,,,,,,,,,,,Hetero,,,,Housemate 1,,,,,,,,,,,,Yes,"5","2.5",,"2.5",,,Because PSP was offering an additional rebate and we wanted to stay out of the third tier of electrical bills,Very,,creates home for birds.,how much was it? was it worth it?,,,,,,,,,,,,,other,,No,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,because I am waiting for GM to create their electric SUV crossover. ,,,,,Other - Write In,not big enough,,,Yes, Twice a week,Other - Write In,"15 min.",Yes,,Yes,"2 weeks","2 hours",,An underground pipe was broken or cracked,
"2337",No,,,,,,,,,,,,,,,Split system with gas furnace,,,,,,,,"1","74","74","74","74","74","72","72","72","72","72",Honeywell,I don't have a programmable thermostat,,Yes,"1",None,"1",None,None,,,,,,,No,,I don't know,,,,,Hispanic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",Postgraduate degree,"$50,000 - $74,999",Male,,,,,,,,,,,,,,,,Hetero,,,,,,,,,,,,,,,,Yes,"4.95","4.95KW",,,,,Green benefits,Very,No electric bills,None- happy the way it is,When did you get it?,"Cost (incl rebates, tax credits, etc.)",,,,,,,,,Independence from the utility,,Protection against future utility rate increases,,,No,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Range anxiety,The range is not long enough,Too expensive,,I don't have a place to charge it,,,"400 miles","400",Yes, Weekly,Other - Write In,"20 min",No,"200 sq ft",Yes,"1 day","2 more days","2000 gal",An underground pipe was broken or cracked,
"2470",No,,,,,,,,,,,,,,,Split system with gas furnace,,,,,,,,"1","78","77","78","77","78","68","68","68","68","68",Honeywell,No,Moderately difficult,No,"1",None,"1",None,Laptop is plugged in and turned on all the time.,,Monday,Tuesday,Wednesday,Thursday,Friday,No,,No,,,,,Hispanic,,,,,,,,,,Housemate 1,,,,,,,,,,,,,,,,,,,"1","1",,,Postgraduate degree,"$100,000 - $149,999",Male,Housemate 1,,,,,,,,,,,,,,,LGBTQI,Housemate 1,,,,,,,,,,,,,,,Yes,"3.42",,,,,"3.32",Energy Efficiency,Very,The savings in electric bill and less footprint.,Easily upgrade-able at a minimum price to increase collection. ,Do you see a saving in your electric bill?,That they really do work and make a difference.  Their expectation is that they only slightly help with cost of electric bill.,,,,,,,,,Independence from the utility,Emission-free electricity,,,,No,,,,,,,,,,,,Yes,Option 1,Chevrolet,,,Volt,,,"2012",,,Purchase,,,Level 2 charging station,"100%",,,,,,"10%",,,"0%",,,Yes,Footprint and cost of gasoline. ,,,,,,,,,"600 sf",Yes, As needed,Other - Write In,I haven't used in 2 years,Yes,,No,,,,,
"2485",No,,,,,,,,,,,,,,,Split system with gas furnace,,,,,,,,"2","80","80","80","80","80","70","70","70","60","70",hunter,No,Moderately difficult,No,None,"1","2",None,,,Monday,Tuesday,Wednesday,Thursday,Friday,Other - Write In,variable: < 1000=0.845cents; >1000=11.19cents; plus $20 base,Yes,July 2018,,,Caucasian,,,,,,,,,,,Housemate 1,,,,,,,,,,,,,,,,,,,,,,"2",Postgraduate degree,"$150,000 - $299,000",Male,,,,Housemate 1,,,,,,,,,,,,Hetero,,,,Housemate 1,,,,,,,,,,,,No,,,,,,,,,,,,,,Not sure how much I would benefit,,,,,,,,,Protection against future utility rate increases,,,No,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,range problems--we travel a lot ,The range is not long enough,,,,,,"400 miles",,Yes, Twice a week,Other - Write In,misleading; depends on zone arrangement,No,,No,,,,,
"2534",This is my first survey for Pecan Street (or firs survey at new house),,Slab,"1987","2840","2400",Detached,"2","4","4",Yes,"2018",Installation of 7.45 kW PV system and two PowerWall 2 batteries. ,No,,Split system with gas furnace,,,,,,,,"2","80","73","73","73","73","63","66","66","63","66",Nest,No,Easy,Yes,"3","1","2",None,One ceiling fan often during summer and at night most of year. ,,Monday,Tuesday,Wednesday,Thursday,Friday,Other - Write In,$0.115 to $0.12 per kWh based on usage,No,,,,Caucasian,,,,,,,,,,,Housemate 1,,,,,,,,,,,,,,,,,,,,,,"2",Postgraduate degree,"$150,000 - $299,000",Male,,,,Housemate 1,,,,,,,,,,,,Hetero,,,,Housemate 1,,,,,,,,,,,,Yes,"7.45","7.45",,,,,"Reduce fossil fuel use, hurricane resilience. ",Very,"Off grid when necessary, we generate close to 100% of use including charging 1 car. ",More straightforward utilization data from utility. ,How much does it cost? How long to recoup investment?,How much energy is produced ,,,,,,,,,Independence from the utility,Emission-free electricity,Protection against future utility rate increases,other,,Yes,"2 Tesla Powerwall 2 units","26 kWh","2018",Other - Write In,"30% federal tax credit",To serve as back-up power in the event of a grid outage,,,So that I don’t need to use any electricity from the grid,,Because I wanted one,Yes,Option 1,BMW,,,i3,,,"2014",,,Purchase,,,Both,"100%",,,,,,,,,,,,Yes,,,,,,,,,,"4000",Yes, Twice a week,Other - Write In,"15-20 minutes",Yes,,No,,,,,
"2557",No,,,,,,,,,,,,,,,Split system with gas furnace,Central air system with electric heating,,,,,,,"2","78","78","78","78","78","72","72","72","72","72",Nest plus an ordinary one upstairs,Yes,Moderately difficult,No,"2","1","1",None,Two computers and associated equipment.  Possibly a low demand by the main TV set,,Monday,Tuesday,Wednesday,Thursday,Friday,Other - Write In,Austin  Electric,No,,,,Caucasian,,,,,,,,,,,Housemate 1,Housemate 2,,,,,,,,,,,,,,,,,,,,,"2",Postgraduate degree,"$100,000 - $149,999",Male,,,,Housemate 1,,,,,,,,,,,,Hetero,,,,Housemate 1,,,,,,,,,,,,Yes,"4.4",,,,"4.4",,Save money; good rebates,Very,Benign neglect,Increase size,Where is it?,How low our electric bill is,,,,,,,,,,Emission-free electricity,,,,No,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,"High cost, limited range",The range is not long enough,Too expensive,,,,,"500+ miles","1/2 acre",Yes, Weekly,Other - Write In,"3-4 hours",Yes,,Yes,about 2 days,about 2 days,Don't know; small leak,An underground pipe was broken or cracked,
"2561",This is my first survey for Pecan Street (or firs survey at new house),,,"1978","1500","1500",Attached,"3","3","2",,,,No,,,,,,,,No air conditioning,,,,,,,,,,,,,,No,,No,"1",,"1",None,"coffee grinder, computers",,Monday,Tuesday,Wednesday,Thursday,Friday,No,,No,,,,Caucasian,,,,,,,,,,,Housemate 1,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","1",Postgraduate degree,"$100,000 - $149,999",Female,,,,Housemate 1,,,,,,,,,,,,LGBTQI,Housemate 1,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,other,Independence from the utility,,,,,No,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,it's a good thing to do ...,,,,,,Other - Write In,not a good vehicle in the snow belt,,large,No,,,,,,No,,,,,
"2602",No,,,,,,,,,,,,,,,Split system with gas furnace,,,,,,No air conditioning,,,,,,,,"65","65","70","60","70",Don't know. Came with the house (25 years ago),I don't have a programmable thermostat,,No,"1",None,"1",None,"Refrigerator, aquarium filter",none,,,,,,No,,I don't know,,,,,Hispanic,,Other,,,,,,,,Housemate 1,,,,,,,,,,,,,,,"0","0","0","0","0","0","2","0",Postgraduate degree,"$100,000 - $149,999",Male,,,,Housemate 1,,,,,,,,,,,,Hetero,,,,Housemate 1,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,Roof has too much shade,,,,Independence from the utility,Emission-free electricity,,other,,No,,,,,,,,,,,,Yes,Option 1,Chevrolet,,,Volt,,,"2018",,,Lease,,,Charge from a standard outlet,"90%",,,,,,"10%",,,,,,Yes,"I like the Volt. When the lease is up, I would like to get a similar car.",,,,,,,,,"37000",No,,,,,,No,,,,,
"2638",No,,,,,,,,,,,,,,,Split system with gas furnace,,,,,,,,"1","77","77","77","78","77","68","68","68","68","68",Honeywell,Yes,Easy,No,None,None,"2",None,,,Monday,Tuesday,Wednesday,Thursday,Friday,Other - Write In,"5.832",No,,,,Caucasian,,,,,,,,,,,Housemate 1,,,,,,,,,,,,,,,,,,,,,"1",,Postgraduate degree,"$100,000 - $149,999",Male,,,,Housemate 1,,,,,,,,,,,,Hetero,,,,Housemate 1,,,,,,,,,,,,Yes,"4.5","4.5",,,,,The environment,Very,Good for the envionment,I am happy,Does it coats a bunch?,The cost benefit ,,,,,,,,,,Emission-free electricity,,,,No,,,,,,,,,,,,Yes,Option 1,Mitsubishi,,,iMEiV,,,"2012",,,Purchase,,,Level 2 charging station,"100%",,,,,,,,,,,,Yes,Better for the environment,,,,,,,,,"40",No,,,,,,No,,,,,
"2713",Yes,,,,,,,,,,,,,,,Split system with gas furnace,,,,,,,,"1","85","77","77","77","77","60","72","72",,"72",Honeywell,Yes,Easy,No,None,None,"1",None,"Fridge, water heater, alarm system",,Monday,Tuesday,Wednesday,Thursday,Friday,Other - Write In,.093198/kWh,I don't know,,,,Caucasian,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","1","0","0",Postgraduate degree,"$20,000 - $34,999",Female,,,,,,,,,,,,,,,,Hetero,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,Too expensive,,,,,,,other,Independence from the utility,Emission-free electricity,,other,,No,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"God willing my current car (hybrid!) will last several more years, but hopefully by then I can get an electric car that can actually, ahem, go the distance. (I do live in Taylor after all! Little 60 mile radius isn't going to cut it...)",,The range is not long enough,Too expensive,,I don't have a place to charge it,,,"100 miles / charge. Maybe they are up to that now, but idk because I'm not currently in the market.","4700",No,,,,,,No,,,,,
"2732",Yes,,,,,,,,,,,,,,,Split system with gas furnace,,,,,,,,"1","81","81","77","75","78","66","66","74","74","74",Not sure - from CPS Energy,Yes,Haven't tried,Yes,"2","2","1",None,Radio left on and light over sink ,,,,,Thursday,,No,,No,,,,Caucasian,,,,,,,,,,,Housemate 1,,,,,,,,,,,,,,,,,,,,,"2",,Postgraduate degree,"$100,000 - $149,999",Female,Housemate 1,,,,,,,,,,,,,,,Hetero,,,,Housemate 1,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,other,,Emission-free electricity,,,,No,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,When my current car dies - probably about 5-7 years. ,,,Too expensive,,,,,,"5200",No,,,,,,No,,,,,
"2797",No,,,,,,,,,,,,,,,,,Heat Pump,,,,,,"1","85","82","82","82","82","65","71","71","67","71",Nest,Yes,Easy,No,None,None,"2",None,,none,,,,,,No,,Yes,"1/15/19",,,Caucasian,,,,,,,,,,,Housemate 1,,,,,,,,,,,,,,,,,,,,,"2",,College graduate,"$150,000 - $299,000",Male,,,,Housemate 1,,,,,,,,,,,,Hetero,,,,Housemate 1,,,,,,,,,,,,No,,,,,,,,,,,,,,Not sure how much I would benefit,,,Roof has too much shade,,,,,Emission-free electricity,,,,No,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,The range is not long enough,,,I don't have a place to charge it,,,"300 miles",,No,,,,,,No,,,,,
"2814",No,,,,,,,,,,,,,,,Split system with gas furnace,,,,,,,,"1","75","75","75","75","75","70","70","70","70","70",Nest,Yes,Easy,Yes,None,None,"1",None,"Roku streaming device, porch lights at night, ceiling fans in summer",,Monday,Tuesday,Wednesday,Thursday,Friday,No,,I don't know,,,,Caucasian,,,,,,,,,,,Housemate 1,,,,,,,,,,,,,,,,,,,,,"1","1",College graduate,"$150,000 - $299,000",Male,,,,Housemate 1,,,,,,,,,,,,Hetero,,,,Housemate 1,,,,,,,,,,,,Yes,"6.2",,,"6.2",,,Clean energy and cost effective,Very,"Hidden from street view, maintenance free",Easier to use control panel,Cost savings,Cost savings ,,,,,,,,,,Emission-free electricity,,,,No,,,,,,,,,,,,Yes,Option 1,Chevrolet,,,Volt,,,"2012",,,Purchase,,,Level 2 charging station,"100%",,,,,,,,,,,,Yes,Environmentally friendly and perfect for local driving,,,,,,,,,"1000",Yes, Weekly,I don't know,,Yes,,No,,,,,
"2818",No,,,,,,,,,,,,,,,Split system with gas furnace,,,,,,,,"1","78","78","78","78","78","76","76","76","76","76",Honeywell,Yes,Moderately difficult,No,,,"1","1","Alexa (2), wireless printer, Roku",none,,,,,,No,,No,,,,Caucasian,,,,,,,,,,,Housemate 1,,,,,,,,,,,,,,,,"1","1",,,,,,Postgraduate degree,"$150,000 - $299,000",Male,,,,Housemate 1,,,,,,,,,,,,Hetero,,,,Housemate 1,,,,,,,,,,,,Yes,"5390","2695",,"2695",,,"Grew up with one panel in New York for hot water, assumed that I'd fill the roof with panels in Texas; timing was excellent with rebates, etc.",Very,"Real-time monitoring, reliability",Would love to have a storage system for surplus power during the day,How much of our energy does it supply,The amount of solar homes in our neighborhood.,,,,,,,,,Independence from the utility,Emission-free electricity,,,,No,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"go emissions-free, tap into rooftop production; I am interested in a classic car updated to an EV motor.",,The range is not long enough,Too expensive,,,,,"200","240",Yes, As needed,Other - Write In,almost never,Yes,,No,,,,,
"4062",Yes,,,,,,,,,,,,,,,Split system with gas furnace,,,,,,,,"1","82","79","78","77","79","63","67","68","66","67",Honeywell,Yes,Moderately difficult,No,"1",None,"1","1",,none,,,,,,No,,I don't know,,,,Caucasian,,,,,,,,,,,Housemate 1,Housemate 2,Housemate 3,,,,,,,,,,,,,"0","0","2","0","0","2","0","0",Postgraduate degree,"$75,000 - $99,999",Female,Housemate 1,Housemate 2,Housemate 3,,,,,,,,,,,,,Hetero,,,,Housemate 1,Housemate 2,Housemate 3,,,,,,,,,,No,,,,,,,,,,,,,Too expensive,Not sure how much I would benefit,,,,,,,Independence from the utility,,,,,No,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,It's not an option we've considered. Very few salesmen even ask.,,,,,,,,"2425",Yes, Weekly,"1 hour each time",,Yes,,No,,,,,
"2906",This is my first survey for Pecan Street (or firs survey at new house),,Slab,"1948","1850","1850",Detached,"1","3","2",No,,,Yes,Replaced single pane windows with double pane windows.  Added insulation in walls and attic.,Split system with gas furnace,,,,,,No air conditioning,,,"78","78","78","78","78","62","62","62","60","62",White-Rodgers,Yes,Moderately difficult,No,"1","1","1","1",Laptop chargers are always on -- 4-5 laptops in house at any one time. Air filter is on almost all of the time.,,,,Wednesday,,,Other - Write In,NEM,No,,,,Caucasian,,,,,,,,,,,Housemate 1,Housemate 2,Housemate 3,,,,,,,,,,,,,,"1","1",,,,"2",,Postgraduate degree,"$150,000 - $299,000",Male,,,,Housemate 1,Housemate 2,Housemate 3,,,,,,,,,,Hetero,,,,Housemate 1,,,,,,,,,,Housemate 2,Housemate 3,Yes,"5","5",,,,,"Bought hybrid-electric vehicle, and it matches (in energy) the additional energy needed for that.",Very,"Visibility on line, invisibility from outside (can't see the panels from the street at all)",Capability to support a battery,Who did you go with?,Effects of NEM on cost.,,,,,,,,,,Emission-free electricity,Protection against future utility rate increases,other,,No,,,,,,,,,,,,Yes,Option 1,Ford,,,C-Max Energy,,,"2015",,,Purchase,,,Charge from a standard outlet,"100%",,,"0%",,,"0%",,,"0%",,,Yes,"Best value in the Bay Area, for urban use.",,,,,,,,,"800",Yes, Twice a week,"1 hour each time",,Yes,,No,,,,,
"2983",Yes,,,,,,,,,,,,,,,,,,,,,No air conditioning,,,,,,,,"60","68","69","65","68",Ecobee,Yes,Easy,No,"1","1","1",None,"NAS, radon mitigation fan",,,Tuesday,,Thursday,,Other - Write In,"0.24 / kwh",No,,Asian/Pacific Islander,,,,,,,Housemate 1,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","2","0","0","0",College graduate,"$300,000 - $1,000,000",Male,,,,Housemate 1,,,,,,,,,,,,Hetero,,,,Housemate 1,,,,,,,,,,,,Yes,"3.3",,"3.3",,,,"Hedge against future utility rate increases, and secondarily for backup power",Very,"Power offset, backup power",Less visible conduit,Cost,Unsure,,,,,,,,,Independence from the utility,,Protection against future utility rate increases,,,Yes,LG Resu10h,"9.8",Feb 2019,Other - Write In,"2550",To serve as back-up power in the event of a grid outage,To store my solar power for later use,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Less reliance on gas and better acceleration,,,,,,Other - Write In,Current car still works fine,,"4000",Yes, Twice a week,"30 minutes",,No,"1000",No,,,,,
"2986",No,,,,,,,,,,,,,,,Split system with gas furnace,,,,,,,,"1","74","74","74","72","74","74","74","74","74","74",Honeywell Internet ones.  We travel a lot so the temp above are when we are there. when not Summer 84/85 winter 55/45,No,Haven't tried,Yes,"2","1","1",None,,,Monday,Tuesday,Wednesday,Thursday,Friday,No,,No,,,,Caucasian,,,,,,,,,,,Housemate 1,,,,,,,,,,,,,,,,,,,,,"1","1",Postgraduate degree,,Male,,,,Housemate 1,,,,,,,,,,,,Don't want to comment,,,,,,,,,,,,,Housemate 1,,,Yes,"6.25",probably 5 kw,,probably 1.25Kw,,,It was the right thing to do and there were several rebates being offered at the time the system was installed ,Very,that it has always worked with no problems,,how do you like it.,that due to our traveling we have not had an electric bill since system was installed. that is due to our selling back electricity to Austin Energy.,,,,,,,,,,Emission-free electricity,,,,No,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The range is not long enough,,,I don't have a place to charge it,,,"300 to 350 miles",about 2000 sq feet,Yes, As needed,Other - Write In,"20 min twice in one day",Yes,,No,,,,,
"3009",No,,,,,,,,,,,,,,,Split system with gas furnace,,,,,,,,"1","78","74","74","72","74","70","72","72","72","72",Honeywell,Yes,Easy,No,None,None,"1","1",I leave lights on often,none,,,,,,No,,No,,,,Caucasian,,,,,,,,,,,Housemate 1,,,,,,,,,,,,,,,,,,,"1","1",,,College graduate,"$75,000 - $99,999",Female,Housemate 1,,,,,,,,,,,,,,,Hetero,,,,Housemate 1,,,,,,,,,,,,Yes,"6.1","6.1",,,,,the rebates made it extremely cost effective,Very,minimal electricity bill allows me to keep the temperature in the house where i want it,would like caging to keep animals out from under the panels,how much it cost and what my electricity bill is,how much my electricity bill is,,,,,,,,,,,,,None,No,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,just purchased a new vehicle,The range is not long enough,,,,,,"300 miles","100",Yes, As needed,"30 minutes",,Yes,,No,,,,,
"3092",No,,,,,,,,,,,,,,,Split system with gas furnace,,,,,,,,"2","79","77","77","76","77","65","68","68","67","68",Honeywell,Yes,Easy,No,None,None,"1",None,"Clocks.  Printers. Lap top computers are not on, but charging. Cordless phone.  Fire alarm system.  ",,Monday,Tuesday,Wednesday,Thursday,Friday,Other - Write In,"0.105",Yes,Last year.  Rate depends on usage.  Fixed fee + intervals,,,,,,Other,,,,,,,,,,,,,,,,,Housemate 1,Housemate 2,Housemate 3,,,,,,"2",,,"2",,,Postgraduate degree,"$150,000 - $299,000",Don't want to comment,,,,,,,,,,,,,Housemate 1,Housemate 2,Housemate 3,Don't want to comment,,,,,,,,,,,,,Housemate 1,Housemate 2,Housemate 3,Yes,"3.4","3.4",,,,,Interesting technology and I was part of  a team starting a solar company.,Somewhat satisfied,Locally generated electricity.  ,It is only 12 years old and already degraded to about 70% of what it generated when new.,How much does it cost?,Prices are lower today than they were years ago.,,,,,,,,,,,,other,,No,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,"Want to buy an electric vehicle, but need a larger vehicle to haul equipment.   I made my own electric vehicle years ago, but the range was too short for long commutes.",,Too expensive,,,Other - Write In,Availability of fast charging stations,,"15,000",Yes, Twice a week,"2 hours each time",,Yes,,No,,,,,
"3134",No,,,,,,,,,,,,,,,Split system with gas furnace,,,,,,,,"1","78","78","78","72","78","74","74","74","68","74",Honeywell,Yes,Moderately difficult,Yes,None,None,"1",None,No,,Monday,Tuesday,Wednesday,Thursday,Friday,No,,I don't know,,,,Caucasian,,,,,,,,,,,Housemate 1,,,Housemate 1,,,,,,,,,,,,,,,,,"1","1",,Postgraduate degree,"$35,000 - $49,999",Male,,,,Housemate 1,,,,,,,,,,,,Hetero,,,,Housemate 1,,,,,,,,,,,,Yes,"5.75","2.25",,"3.5",,,to have a smaller environmental footprint and to save money on utilities,Very,virtually no maintenance,"I wish there were a way to store energy generated for later use, and I wish that we could continue to use electricity coming from the panels even during a local power outage.",They ask about the cost and about how the city calculates our bill.,"They're usually surprised that we received a higher per-kw credit for west-facing panels than for south-facing panels, even though west-facing panels produce less electricity overall than south-facing panels do. Once I explain that west-facing panels relieve the city's demand more because those panels are generating electricity when the city power grid faces its highest demand (afternoons and early evenings), they agree that it makes sense.",,,,,,,,,,Emission-free electricity,,,,No,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"It'll depend on how affordable an EV is when we need to replace our current vehicle, but we want an EV because the vast majority of our driving is within 150 miles or so of home, and an EV would be more environmentally friendly. We figure we can rent a gasoline-powered vehicle for longer trips until recharge stations would allow longer trips using an EV.",,,Too expensive,,,,,,"400",No,,,,,,No,,,,,
